Name,club,facebook,twitter,instagram,pinterest,logo,Photo,Street,City,State,Zip,Appointment_url,Phone,Food,Tour,Family,Pets,Picnic,Website,Email,Fee,Appointment,Open,Close,atmosphere_id,Bio
Battaglini  Estate Winery,http://www.battagliniwines.com/Battaglini/Join_Our_Wine_Club.html,https://www.facebook.com/pages/Battaglini-Estate-Winery/138883573933?fref=ts,https://twitter.com/battagliniwines,,,http://assets.cruvee.com/wineries/b4dbfe2cf81d4365a8099e5142896d1f_m.jpg,http://www.winecountrygetaways.com/winetraveler/wp-content/uploads/2013/03/battaglini-winery.jpg,2948 Piner Road,Santa Rosa,CA,95401,,707-578-4091,,,Yes,Yes,Yes,http://www.battagliniwines.com,dino@battagliniwines.com,5.00,Yes,,,,"Our wine is made from vines that are over 130 years old. When visiting our winery, you are likely to hear Italian music wafting through the fields and smell good Italian food being made by Mama Lucia in the kitchen. We are a family owned winery located in the Russian River Valley. Our wines are produced with natural fermentation and other processes consistent in the production of organic wines. Featuring Zinfandel and Petite Sirah vines brought over from Italy in 1885. We also produce delicious Chardonnay, Rosato, and Late Harvest Chardonnay"
Bella Vineyards and Wine Caves,https://www.bellawinery.com/wine-club/,https://www.facebook.com/bellavineyards,,,,http://farwestfest.org/wp-content/uploads/2014/07/Bella-logo.jpg,http://www.bellawinery.com/media/8573/open-sign-2_497x280.jpg,9711 West Dry Creek Road,Healdsburg,CA,95448,,707-473-9171 ,,Yes,Yes,Yes,Yes,http://www.bellawinery.com,info@bellawinery.com,10.00,No,11:00,16:30,,Come visit the Bella wine cave and sip on our limited old-vine zinfandels!  Open daily
Bennett Valley Cellars,,https://www.facebook.com/bennettvalleycellars,https://twitter.com/BennettVlyClrs,,,https://www.winesavage.com/media/cache/winery_logos/bennettvalleycellars.png.400x200_q85.png,http://static1.squarespace.com/static/53dc09fce4b0a4e783e400b0/t/55831974e4b06d2f278f9272/1434655094332/Bennett+Valley+Cellars+%7C+VAULT29?format=750w,127 East Napa Street,Sonoma,CA,95476,,707-934-8173,,,Yes,Yes,,http://www.bennettvalleycellars.com/,info@bennettvalleycellars.com,15.00,No,12:00,19:00,,"Nestled in the pristine Bennett Valley AVA (American Viticultural Area), Bennett Valley Cellars farms 40 acres of Estate Pinot Noir and Chardonnay.  Our well-drained alluvial (volcanic) soils and fog cooled climate combine to create an ideal growing environment for producing world class wines.  The end result is wine with flavors and aromatic characteristics unique to this beautiful valley.  Open daily"
Benovia Winery,,https://www.facebook.com/Benovia,https://twitter.com/BenoviaWinery,https://instagram.com/benoviawinery,,http://assets.cruvee.com/wineries/a2092595d08b476389b89bb07c50f180_s.jpg,http://store.benovia.com/assets/images/global/singlebarreltoppgphoto.jpg,3339 Hartman Road,Santa Rosa,CA,95401,https://www.cellarpass.com/Benovia-Winery-profile?w=1,707-526-4441,,,Yes,Yes,Yes,http://www.benoviawinery.com,WineryVisits@benoviawinery.com,20.00,Yes,10:00,17:00,,"Tasting are conducted in our beautiful Visitor Center located on the Winery grounds. The tasting areas have views of Mt. St. Helena, vineyards and native oaks.  The Visitor Center is a renovated ranch house where visitors are treated like guests in our home.  The tastings include our currently released wines and include a unique educational experience and last around an hour depending on the size of the group.  Open daily except on major holidays. Appointments are scheduled starting at 10 am and until 3:30 in the afternoon."
Benziger Family Winery,http://www.benziger.com/join-our-family/,https://www.facebook.com/BenzigerWinery,https://twitter.com/BenzigerWinery,,https://www.pinterest.com/benziger/,http://www.mirbeau.com/wp-content/uploads/2015/01/bz_logo_brown1.jpg,http://www.benziger.com/wp-content/uploads/cache/2015/08/Pinot-Experience-large/1526951028.jpg,1883 London Ranch Road,Glen Ellen,CA,95442,https://admin.vinovisit.com/widget/search?wineryID=53&eventID=10792,707-935-3000,,Yes,,Yes,Yes,http://www.benziger.com,greatwine@benziger.com,15.00,No,10:00,17:00,,"At Benziger, we’re about three things: family, great wine and healthy vineyards. For more than thirty years we’ve searched Sonoma County for the most distinctive and expressive vineyards. Once found, we tended these sites using certified Biodynamic, organic and sustainable farming methods. The result is a portfolio of authentic and memorable wines.  Open daily."
Bertapelle Cellars,https://www.bertapellecellars.com/healdsburg-winemaker-join-club-bertapelle.php,https://www.facebook.com/bertapellecellars,,,,https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xap1/v/t1.0-1/c10.0.160.160/p160x160/1530450_10152143554504100_2060130821_n.jpg?oh=653313aa4600b58aa857b8e7570995db&oe=564971FC&__gda__=1450248697_4d62c64129b5a113400be30dd3cf8e8e,https://www.bertapellecellars.com/graphics/about-dick-pat-bertapelle.jpg,428 Hudson Street,Healdsburg,CA,95448,,707-433-5900,,Yes,,,,https://www.bertapellecellars.com/,dick@bertapellecellars.com,,Yes,,,,"Sonoma County is home to some of the finest wines in the world. Our terroir, topography, and climate provide exceptional growing conditions that produce the intense flavors and deep colors of world class wines. Our vineyards represent the Russian River appellation where the fruit characteristics are developed from the rocky, but rich soils, the varied hills and benches formed by the river, and the warm days and cool nights that are influenced by the summer fog coming up the Russian River Valley from the Pacific Ocean.We create handcrafted Bertapelle Cellars wines from our own estate vineyard and hand selected vineyards that meet our high standards of farming excellence. Fruit selection is paramount to our high quality wines.Our limited production quantity allows our owners and winemaker to follow the wine making process carefully, with great attention to detail, in an artisan style.  Located at the Old Roma Station."
Bluenose Wines at Hudson Street Wineries,,https://www.facebook.com/pages/Bluenose-Wines/29140814058?ref=ts,,,,http://recipes.wineroad.com//uploaded-images/ShZk4Z3br9F19njFNaae/10120/ShZk4Z3br9F19njFNaae-10120-logo.png,http://www.bluenosewines.com/bluenose_t_shirt_art4.JPG,428 Hudson Street,Healdsburg,CA,95448,,707-433-2364,,,,,,http://www.hudsonstreetwineries.com/,paul@bluenosewines.com,10.00,No,11:00,17:00,,"Bluenose Wines are handcrafted in Sonoma County by Paul Brasset, an award-winning winemaker who has been a Sweepstakes winner several times!  Open Thursday thru Monday"
BobDog Wines & Sky Pine Vineyards,http://www.bobdogwine.com/our-wines/wine-club/,https://www.facebook.com/pages/Bobdog-Winery/409998369085164,,,,http://skypinevineyards.com/wp/wp-content/uploads/bobdog_logo.jpg,http://www.bobdogwine.com/wp-content/uploads/2013/02/masthead.jpg,31955 Pine Mountain Road,Cloverdale,CA,95425,,707-894-4812,,Yes,Yes,Yes,Yes,http://www.bobdogwine.com,info@mybobdogwines.com,0.00,Yes,,,,"BobDog Wines is the highest winery in Sonoma County and the only winery located in the new Pine Mountain-Cloverdale Peak Appellation, at 2000 feet above the Alexander Valley, and surrounded by the Estate Bordeaux grape lands of Sky Pine Vineyards. Why not schedule a personal tour and experience a unique winery.  Suggested times are 11am or 1pm."
Bonneau Wines,http://www.bonneauwine.com/scripts/wineClubList.cfm,https://www.facebook.com/WinesBonneau,https://twitter.com/bonneau_wines,https://instagram.com/bonneau_wines,,http://www.bonneauwine.com/public/w41110/BONNEAU-Logo-Stack-web-01.jpg,http://www.bonneauwine.com/public/w41110/BONN-intro-image.jpg,23001 Arnold Drive,Sonoma,CA,95476,,707-996-1646,Yes,,,Yes,,http://www.bonneauwine.com,barb@bonneauwine.com,10.00,Yes,11:00,16:00,,"In 1921 August and Catherine Bonneau purchased 70 acres of land in Schellville, about 8 miles south of the town of Sonoma, California. This was a very remote area at the time, requiring a full day's travel time from San Francisco. This area reminded the Bonneaus of the Bordeaux region of France near the area where they were born.The Bonneaus farmed the land, had a dairy and ran a small country store/deli. Although the vineyard has long since replaced the dairy, the members of the family still operate businesses that the Bonneaus started.In 1988 their daughter, Yvonne, fulfilled Catherine's vision of having a vineyard. She planted 30 acres of Chardonnay grapes on premium rootstock. Yvonne, as matriarch of the family farm, began supplying some of the best known wineries in Sonoma and Napa. The vineyard consistently received high praise for the quality of the fruit. Yvonne looked forward to the day the family could produce their own wines.In 2001, her son, John Bambury, began spearheading the wine making operations on behalf of Yvonne's four children by introducing Bonneau Wines with the 2002 Los Carneros, Chardonnay. Since then Bonneau Wines has produced Cabernet Sauvignon and Zinfandel. The family's commitment to making fine wines has already been recognized by wine aficionados, critics and everyday wine lovers alike.  Open daily, closes late at 5pm Monday thru Friday. "
Breathless Wines,http://store.nexternal.com/rrb/breathless-wine-clubs-c8.aspx,https://www.facebook.com/breathlesswines,https://twitter.com/breathlesswines,https://instagram.com/breathlesswines/,https://www.pinterest.com/breathlesswines/,https://www.breathlesswines.com/wp-content/uploads/2014/11/239x218xbreathless-logo.png.pagespeed.ic.aubVwivltx.png,https://www.breathlesswines.com/wp-content/themes/wpbs-child-breathless/images/xbreathless-logo.png.pagespeed.ic.aubVwivltx.png,4001 Hwy 128,Geyserville,CA,95441,,707-696-6717,,,,,,http://www.breathlesswines.com/,sharon@breathlesswines.com,,No,11:00,16:00,,"Three sisters, Sharon Cohn, Rebecca Faust and Cynthia Faust, invite you to mark the day with Breathless Sparkling Wines! In honor of all those who take no breath for granted, the sisters and gold medal award-winning winemaker, Penny Gadd-Coster, present a new Sparkling Wine label that pairs well with food and friends!  Groups over six request a reservation."
Bryter Estates,http://www.bryter.com/membership/,https://www.facebook.com/theBRYTERSideOfLife,https://twitter.com/BRYTERESTATES,https://instagram.com/bryterestates/,,http://static1.squarespace.com/static/54f8a294e4b0b0f8b7b56acf/t/54f8a2d4e4b0fd8502e18918/1435183415379/?format=1500w,http://static1.squarespace.com/static/54f8a294e4b0b0f8b7b56acf/t/551b25b5e4b00eb2216d6000/1427842486600/Vine+Alley+BRYTER+Exterior.jpg?format=500w,25 E Napa Street,Sonoma,CA,95476,,707-363-0525,,,Yes,Yes,,http://www.bryter.com,bryter@bryter.com,,No,11:00,18:00,,"Inspired by the beauty of old-world winemaking, the enjoyment of food and passion for art, BRYTER Estates is a boutique family winery specializing in small-lot, hand crafted wines. We are passionate about our craft, blending art and science to create perfectly balanced, elegant wines.We make wines that are ready to drink upon release, but like the best things in life, our wines improve with age. We hope you enjoy our wines as much as we enjoy the journey of bringing them to you.Cheers to the BRYTER side of life!  Open daily, opens later at 12pm Monday - Friday.  Parties of 8 or more require reservations."
Buena Vista Winery,http://www.buenavistawinery.com/wine-club,https://www.facebook.com/BuenaVistaWinery,https://twitter.com/BuenaVistaWines,,,http://www.buenavistawinery.com/images/logo.png,http://www.buenavistawinery.com/wp-content/uploads/2011/10/cellars2.png,18000 Old Winery Road,Sonoma,CA,95476,https://www.cellarpass.com/buena-vista-winery-profile?w=1,800-926-1266,,Yes,Yes,Yes,Yes,http://www.buenavistawinery.com,info@buenavistawinery.com,,No,10:00,17:00,,"Before there were vineyards in every valley north of San Francisco, before Napa and Sonoma were household names, before there was a California wine world at all, there was Buena Vista.  Founded in 1857, Buena Vista is California’s first premium winery, and its history is as colorful as it is proud. Today, the legend is being re-born under the vision of Jean-Charles Boisset. Just outside the town of Sonoma, the original winery is now a California Historic Landmark, and home to our Winery, Tasting Room, and Visitor’s Center. Buena Vista. Our future is our past… our vivacious, colorful, and pioneering past!  Open daily, closed major holidays."
Bump Wine Cellars,http://www.bumpwine.com/wine-club/wine-club-membership,,,,,https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xat1/v/t1.0-1/p160x160/1374179_774377512578418_1462877043_n.png?oh=eaa60bca0d420ae180720e5480ee1877&oe=5682CBFF&__gda__=1451134176_c61b41f0c362cbd7f7ce092e30a6225e,http://static1.squarespace.com/static/52ab9461e4b042887e9cd8eb/52e83a84e4b0f7cc35f8d17f/52e9f7c0e4b0d5047ab3f464/1391065025238/BUMPWINE_STOREFRONT_3.3.jpg?format=750w,"521 Broadway, Suite A",Sonoma,CA,95476,,707-228-9214,,,,Yes,,http://www.bumpwine.com,info@bumpwine.com,,No,12:00,18:00,,"Bump Wine Cellars is a family owned and operated boutique wine producer located in Sonoma, California. We focus on small lot, single vineyard wines.  Winemaker Geordie Carr strives to capture a true representation of varietal character and a sense of place.  Bump Wine Cellars is proud to harvest its grapes from sustainably farmed vineyards, located throughout Sonoma County.  Closed on Wednesdays.  Opens later on Monday and Tuesday at 1pm."
C. Donatiello Winery,http://www.cdonatiello.com/Club,https://www.facebook.com/CDonWine,,,,http://www.winetoursoftheworld.com/WineTours/Wine_Tour_Images/T_T/Donatiello/CDO-Logo-TT132_c1.jpg,http://www.cdonatiello.com/assets/images/pods/wine-image3.jpg,320 Center Street,Healdsburg,CA,95448,https://admin.vinovisit.com/widget/search?wineryID=3439,707-431-4442,,Tours,,,,http://www.cdonatiello.com,info@cdonatiello.com,,No,11:30,18:00,,"Between our privileged location and our impassioned winemakers, C. Donatiello is perfectly positioned to create the kind of powerful, graceful wines the Russian River Valley is famous for. Our wines reveal a distinct sense of terroir mingled with intense fruit. They are elegantly structured, immeasurably captivating, and uniquely C. Donatiello.We invite you to visit us at our tasting room located on the square in downtown Healdsburg.  Come taste our wines by the flight, by the glass or by the bottle.  We also carry an assortment of local cheeses, salumi and other snacks to complement our wines.  Open daily. "
